BI-аналитик, аналитик данных|71886108|https://hh.ru/vacancy/71886108|Data Engineer||2022-11-28T17:06:51+0300|['null', 'null', 'null']|Space307|https://hh.ru/employer/2913350|Minimum 3 years of ETL development/data engineering. Proficiency with SQL. Practical experience with the BI tools integration Qlik/Tableau...|Building ETL process from scratch. Setting up the integrations with BI tools. Designing and developing data pipelines.
BI-аналитик, аналитик данных|72031858|https://hh.ru/vacancy/72031858|Старший аналитик||2022-11-28T17:31:38+0300|['null', 'null', 'null']|Медиапоинт|https://hh.ru/employer/4482374|Опыт работы старшим аналитиком от 1 года. Знание основных продуктовых метрик (LTV, ARPU, Retention, CAC) и умение работать с ними. |Полный цикл ведения направления Retention. Анализ поведения клиентов и расчет основных бизнес метрик: LTV, RR, DAU/MAU и тд. 
